IPL_EDITION,VENUE,CITY,DATES,TEAM1_IRRESPECTIVE_OF_INNING,TEAM2_IRRESPECTIVE_OF_INNING,FIRST_INNING,SECOND_INNING,WINNING_TEAM,MOM
2015,"Brabourne Stadium",Mumbai,2015-05-03,"Rajasthan Royals","Delhi Daredevils",189/2,175/7,"Rajasthan Royals","AM Rahane"
2015,"Eden Gardens",Kolkata,2015-05-04,"Kolkata Knight Riders","Sunrisers Hyderabad",167/7,132/9,"Kolkata Knight Riders","UT Yadav"
2015,"Wankhede Stadium",Mumbai,2015-05-05,"Mumbai Indians","Delhi Daredevils",152/6,153/5,"Mumbai Indians","Harbhajan Singh"
2015,"M Chinnaswamy Stadium",Bangalore,2015-05-06,"Royal Challengers Bangalore","Kings XI Punjab",226/3,88/10,"Royal Challengers Bangalore","CH Gayle"
2015,"Brabourne Stadium",Mumbai,2015-05-07,"Rajasthan Royals","Sunrisers Hyderabad",201/4,194/7,"Sunrisers Hyderabad","EJG Morgan"
2015,"Eden Gardens",Kolkata,2015-05-09,"Kolkata Knight Riders","Kings XI Punjab",183/5,184/9,"Kolkata Knight Riders","AD Russell"
2015,"Shaheed Veer Narayan Singh International Stadium",Raipur,2015-05-09,"Delhi Daredevils","Sunrisers Hyderabad",163/4,157/4,"Sunrisers Hyderabad","MC Henriques"
2015,"Wankhede Stadium",Mumbai,2015-05-10,"Mumbai Indians","Royal Challengers Bangalore",235/1,196/7,"Royal Challengers Bangalore","AB de Villiers"
2015,"Shaheed Veer Narayan Singh International Stadium",Raipur,2015-05-12,"Delhi Daredevils","Chennai Super Kings",119/6,120/4,"Delhi Daredevils","Z Khan"
2015,"Wankhede Stadium",Mumbai,2015-05-14,"Mumbai Indians","Kolkata Knight Riders",171/4,166/7,"Mumbai Indians","HH Pandya"
2015,"Brabourne Stadium",Mumbai,2015-05-16,"Rajasthan Royals","Kolkata Knight Riders",199/6,190/9,"Rajasthan Royals","SR Watson"
2015,"M Chinnaswamy Stadium",Bangalore,2015-05-17,"Royal Challengers Bangalore","Delhi Daredevils",187/5,2/0,NA,NA
2015,"Wankhede Stadium",Mumbai,2015-05-19,"Chennai Super Kings","Mumbai Indians",187/6,162/10,"Mumbai Indians","KA Pollard"
2015,"Maharashtra Cricket Association Stadium",Pune,2015-05-20,"Royal Challengers Bangalore","Rajasthan Royals",180/4,109/10,"Royal Challengers Bangalore","AB de Villiers"
2015,"JSCA International Stadium Complex",Ranchi,2015-05-22,"Chennai Super Kings","Royal Challengers Bangalore",139/8,140/7,"Chennai Super Kings","A Nehra"
2015,"Eden Gardens",Kolkata,2015-05-24,"Mumbai Indians","Chennai Super Kings",202/5,161/8,"Mumbai Indians","RG Sharma"
2016,"Wankhede Stadium",Mumbai,2016-04-09,"Mumbai Indians","Rising Pune Supergiants",121/8,126/1,"Rising Pune Supergiants","AM Rahane"
2016,"Eden Gardens",Kolkata,2016-04-10,"Kolkata Knight Riders","Delhi Daredevils",98/10,99/1,"Kolkata Knight Riders","AD Russell"
2016,"M Chinnaswamy Stadium",Bangalore,2016-04-12,"Royal Challengers Bangalore","Sunrisers Hyderabad",227/4,182/6,"Royal Challengers Bangalore","AB de Villiers"
2016,"Eden Gardens",Kolkata,2016-04-13,"Kolkata Knight Riders","Mumbai Indians",187/5,188/4,"Mumbai Indians","RG Sharma"
2016,"Saurashtra Cricket Association Stadium",Rajkot,2016-04-14,"Gujarat Lions","Rising Pune Supergiants",163/5,164/3,"Gujarat Lions","AJ Finch"
2016,"Feroz Shah Kotla",Delhi,2016-04-15,"Delhi Daredevils","Kings XI Punjab",111/9,113/2,"Delhi Daredevils","A Mishra"
2016,"Wankhede Stadium",Mumbai,2016-04-16,"Mumbai Indians","Gujarat Lions",143/8,147/7,"Gujarat Lions","AJ Finch"
2016,"M Chinnaswamy Stadium",Bangalore,2016-04-17,"Royal Challengers Bangalore","Delhi Daredevils",191/5,192/3,"Delhi Daredevils","Q de Kock"
2016,"Wankhede Stadium",Mumbai,2016-04-20,"Mumbai Indians","Royal Challengers Bangalore",170/7,171/4,"Mumbai Indians","RG Sharma"
2016,"Saurashtra Cricket Association Stadium",Rajkot,2016-04-21,"Gujarat Lions","Sunrisers Hyderabad",135/8,137/0,"Sunrisers Hyderabad","B Kumar"
2016,"Maharashtra Cricket Association Stadium",Pune,2016-04-22,"Rising Pune Supergiants","Royal Challengers Bangalore",185/3,172/9,"Royal Challengers Bangalore","AB de Villiers"
2016,"Feroz Shah Kotla",Delhi,2016-04-23,"Delhi Daredevils","Mumbai Indians",164/4,154/7,"Delhi Daredevils","SV Samson"
2016,"Saurashtra Cricket Association Stadium",Rajkot,2016-04-24,"Gujarat Lions","Royal Challengers Bangalore",180/2,182/4,"Gujarat Lions","V Kohli"
2016,"Maharashtra Cricket Association Stadium",Pune,2016-04-24,"Rising Pune Supergiants","Kolkata Knight Riders",160/5,162/8,"Kolkata Knight Riders","SA Yadav"
2016,"Feroz Shah Kotla",Delhi,2016-04-27,"Delhi Daredevils","Gujarat Lions",172/6,171/5,"Gujarat Lions","CH Morris"
2016,"Wankhede Stadium",Mumbai,2016-04-28,"Mumbai Indians","Kolkata Knight Riders",174/5,178/4,"Mumbai Indians","RG Sharma"
2016,"Maharashtra Cricket Association Stadium",Pune,2016-04-29,"Rising Pune Supergiants","Gujarat Lions",195/3,196/7,"Gujarat Lions","DR Smith"
2016,"Feroz Shah Kotla",Delhi,2016-04-30,"Delhi Daredevils","Kolkata Knight Riders",186/8,159/10,"Delhi Daredevils","CR Brathwaite"
2016,"Saurashtra Cricket Association Stadium",Rajkot,2016-05-01,"Gujarat Lions","Kings XI Punjab",154/10,131/9,"Kings XI Punjab","AR Patel"
2016,"Maharashtra Cricket Association Stadium",Pune,2016-05-01,"Rising Pune Supergiants","Mumbai Indians",159/5,161/2,"Mumbai Indians","RG Sharma"
2016,"M Chinnaswamy Stadium",Bangalore,2016-05-02,"Royal Challengers Bangalore","Kolkata Knight Riders",185/7,189/5,"Kolkata Knight Riders","AD Russell"
2016,"Saurashtra Cricket Association Stadium",Rajkot,2016-05-03,"Gujarat Lions","Delhi Daredevils",149/7,150/2,"Delhi Daredevils","RR Pant"
2016,"Eden Gardens",Kolkata,2016-05-04,"Kolkata Knight Riders","Kings XI Punjab",164/3,157/9,"Kolkata Knight Riders","AD Russell"
2016,"Feroz Shah Kotla",Delhi,2016-05-05,"Delhi Daredevils","Rising Pune Supergiants",162/7,166/3,"Rising Pune Supergiants","AM Rahane"
2016,"M Chinnaswamy Stadium",Bangalore,2016-05-07,"Royal Challengers Bangalore","Rising Pune Supergiants",191/6,195/3,"Royal Challengers Bangalore","V Kohli"
2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2016-05-08,"Mumbai Indians","Sunrisers Hyderabad",177/3,92/10,"Sunrisers Hyderabad","A Nehra"
2016,"Eden Gardens",Kolkata,2016-05-08,"Kolkata Knight Riders","Gujarat Lions",158/4,164/5,"Gujarat Lions","P Kumar"
2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2016-05-10,"Rising Pune Supergiants","Sunrisers Hyderabad",137/8,133/8,"Sunrisers Hyderabad","A Zampa"
2016,"M Chinnaswamy Stadium",Bangalore,2016-05-11,"Royal Challengers Bangalore","Mumbai Indians",151/4,153/4,"Mumbai Indians","KH Pandya"
2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2016-05-13,"Mumbai Indians","Kings XI Punjab",124/9,127/3,"Kings XI Punjab","MP Stoinis"
2016,"M Chinnaswamy Stadium",Bangalore,2016-05-14,"Royal Challengers Bangalore","Gujarat Lions",248/3,104/10,"Royal Challengers Bangalore","AB de Villiers"
2016,"Eden Gardens",Kolkata,2016-05-14,"Kolkata Knight Riders","Rising Pune Supergiants",103/6,66/2,"Kolkata Knight Riders","YK Pathan"
2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2016-05-15,"Mumbai Indians","Delhi Daredevils",206/4,126/10,"Mumbai Indians","KH Pandya"
2016,"Eden Gardens",Kolkata,2016-05-16,"Kolkata Knight Riders","Royal Challengers Bangalore",183/5,186/1,"Royal Challengers Bangalore","V Kohli"
2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2016-05-17,"Rising Pune Supergiants","Delhi Daredevils",121/6,76/1,"Rising Pune Supergiants","AB Dinda"
2016,"M Chinnaswamy Stadium",Bangalore,2016-05-18,"Royal Challengers Bangalore","Kings XI Punjab",211/3,120/9,"Royal Challengers Bangalore","V Kohli"
2016,"Green Park",Kanpur,2016-05-19,"Gujarat Lions","Kolkata Knight Riders",124/8,125/4,"Gujarat Lions","DR Smith"
2016,"Shaheed Veer Narayan Singh International Stadium",Raipur,2016-05-20,"Delhi Daredevils","Sunrisers Hyderabad",158/7,161/4,"Delhi Daredevils","KK Nair"
2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2016-05-21,"Rising Pune Supergiants","Kings XI Punjab",172/7,173/6,"Rising Pune Supergiants","MS Dhoni"
2016,"Green Park",Kanpur,2016-05-21,"Gujarat Lions","Mumbai Indians",172/8,173/4,"Gujarat Lions","SK Raina"
2016,"Eden Gardens",Kolkata,2016-05-22,"Kolkata Knight Riders","Sunrisers Hyderabad",171/6,149/8,"Kolkata Knight Riders","YK Pathan"
2016,"Shaheed Veer Narayan Singh International Stadium",Raipur,2016-05-22,"Delhi Daredevils","Royal Challengers Bangalore",138/8,139/4,"Royal Challengers Bangalore","V Kohli"
2016,"M Chinnaswamy Stadium",Bangalore,2016-05-24,"Gujarat Lions","Royal Challengers Bangalore",158/10,159/6,"Royal Challengers Bangalore","AB de Villiers"
2016,"Feroz Shah Kotla",Delhi,2016-05-25,"Sunrisers Hyderabad","Kolkata Knight Riders",162/8,140/8,"Sunrisers Hyderabad","MC Henriques"
2016,"Feroz Shah Kotla",Delhi,2016-05-27,"Gujarat Lions","Sunrisers Hyderabad",162/7,163/6,"Sunrisers Hyderabad","DA Warner"
2016,"M Chinnaswamy Stadium",Bangalore,2016-05-29,"Royal Challengers Bangalore","Sunrisers Hyderabad",208/7,200/7,"Sunrisers Hyderabad","BCJ Cutting"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-04-06,"Rising Pune Supergiant","Mumbai Indians",184/8,187/3,"Rising Pune Supergiant","SPD Smith"
2017,"Saurashtra Cricket Association Stadium",Rajkot,2017-04-07,"Gujarat Lions","Kolkata Knight Riders",183/4,184/0,"Kolkata Knight Riders","CA Lynn"
2017,"Holkar Cricket Stadium",Indore,2017-04-08,"Kings XI Punjab","Rising Pune Supergiant",163/6,164/4,"Kings XI Punjab","GJ Maxwell"
2017,"M.Chinnaswamy Stadium",Bengaluru,2017-04-08,"Royal Challengers Bangalore","Delhi Daredevils",157/8,142/9,"Royal Challengers Bangalore","KM Jadhav"
2017,"Wankhede Stadium",Mumbai,2017-04-09,"Mumbai Indians","Kolkata Knight Riders",178/7,180/6,"Mumbai Indians","N Rana"
2017,"Holkar Cricket Stadium",Indore,2017-04-10,"Kings XI Punjab","Royal Challengers Bangalore",148/4,150/2,"Kings XI Punjab","AR Patel"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-04-11,"Rising Pune Supergiant","Delhi Daredevils",205/4,108/10,"Delhi Daredevils","SV Samson"
2017,"Wankhede Stadium",Mumbai,2017-04-12,"Mumbai Indians","Sunrisers Hyderabad",158/8,159/6,"Mumbai Indians","JJ Bumrah"
2017,"Eden Gardens",Kolkata,2017-04-13,"Kolkata Knight Riders","Kings XI Punjab",170/9,171/2,"Kolkata Knight Riders","SP Narine"
2017,"M Chinnaswamy Stadium",Bangalore,2017-04-14,"Royal Challengers Bangalore","Mumbai Indians",142/5,145/6,"Mumbai Indians","KA Pollard"
2017,"Saurashtra Cricket Association Stadium",Rajkot,2017-04-14,"Gujarat Lions","Rising Pune Supergiant",171/8,172/3,"Gujarat Lions","AJ Tye"
2017,"Eden Gardens",Kolkata,2017-04-15,"Kolkata Knight Riders","Sunrisers Hyderabad",172/6,155/6,"Kolkata Knight Riders","RV Uthappa"
2017,"Feroz Shah Kotla",Delhi,2017-04-15,"Delhi Daredevils","Kings XI Punjab",188/6,137/9,"Delhi Daredevils","CJ Anderson"
2017,"Wankhede Stadium",Mumbai,2017-04-16,"Mumbai Indians","Gujarat Lions",176/4,177/4,"Mumbai Indians","N Rana"
2017,"M Chinnaswamy Stadium",Bangalore,2017-04-16,"Royal Challengers Bangalore","Rising Pune Supergiant",161/8,134/9,"Rising Pune Supergiant","BA Stokes"
2017,"Feroz Shah Kotla",Delhi,2017-04-17,"Delhi Daredevils","Kolkata Knight Riders",168/7,169/6,"Kolkata Knight Riders","NM Coulter-Nile"
2017,"Saurashtra Cricket Association Stadium",Rajkot,2017-04-18,"Gujarat Lions","Royal Challengers Bangalore",213/2,192/7,"Royal Challengers Bangalore","CH Gayle"
2017,"Holkar Cricket Stadium",Indore,2017-04-20,"Kings XI Punjab","Mumbai Indians",198/4,199/2,"Mumbai Indians","JC Buttler"
2017,"Eden Gardens",Kolkata,2017-04-21,"Kolkata Knight Riders","Gujarat Lions",187/5,188/6,"Gujarat Lions","SK Raina"
2017,"Wankhede Stadium",Mumbai,2017-04-22,"Mumbai Indians","Delhi Daredevils",142/8,128/7,"Mumbai Indians","MJ McClenaghan"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-04-22,"Rising Pune Supergiant","Sunrisers Hyderabad",176/3,179/4,"Rising Pune Supergiant","MS Dhoni"
2017,"Saurashtra Cricket Association Stadium",Rajkot,2017-04-23,"Gujarat Lions","Kings XI Punjab",188/7,162/7,"Kings XI Punjab","HM Amla"
2017,"Eden Gardens",Kolkata,2017-04-23,"Kolkata Knight Riders","Royal Challengers Bangalore",131/10,49/10,"Kolkata Knight Riders","NM Coulter-Nile"
2017,"Wankhede Stadium",Mumbai,2017-04-24,"Mumbai Indians","Rising Pune Supergiant",160/6,157/8,"Rising Pune Supergiant","BA Stokes"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-04-26,"Rising Pune Supergiant","Kolkata Knight Riders",182/5,184/3,"Kolkata Knight Riders","RV Uthappa"
2017,"M Chinnaswamy Stadium",Bangalore,2017-04-27,"Royal Challengers Bangalore","Gujarat Lions",134/10,135/3,"Gujarat Lions","AJ Tye"
2017,"Eden Gardens",Kolkata,2017-04-28,"Kolkata Knight Riders","Delhi Daredevils",160/6,161/3,"Kolkata Knight Riders","G Gambhir"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-04-29,"Rising Pune Supergiant","Royal Challengers Bangalore",157/3,96/9,"Rising Pune Supergiant","LH Ferguson"
2017,"Saurashtra Cricket Association Stadium",Rajkot,2017-04-29,"Gujarat Lions","Mumbai Indians",153/9,153/10,"Mumbai Indians","KH Pandya"
2017,"Wankhede Stadium",Mumbai,2017-05-01,"Mumbai Indians","Royal Challengers Bangalore",162/8,165/6,"Mumbai Indians","RG Sharma"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-05-01,"Rising Pune Supergiant","Gujarat Lions",161/10,167/5,"Rising Pune Supergiant","BA Stokes"
2017,"Feroz Shah Kotla",Delhi,2017-05-02,"Delhi Daredevils","Sunrisers Hyderabad",185/3,189/4,"Delhi Daredevils","Mohammed Shami"
2017,"Eden Gardens",Kolkata,2017-05-03,"Kolkata Knight Riders","Rising Pune Supergiant",155/8,158/6,"Rising Pune Supergiant","RA Tripathi"
2017,"Feroz Shah Kotla",Delhi,2017-05-04,"Delhi Daredevils","Gujarat Lions",208/7,214/3,"Delhi Daredevils","RR Pant"
2017,"M Chinnaswamy Stadium",Bangalore,2017-05-05,"Royal Challengers Bangalore","Kings XI Punjab",138/7,119/10,"Kings XI Punjab","Sandeep Sharma"
2017,"Feroz Shah Kotla",Delhi,2017-05-06,"Delhi Daredevils","Mumbai Indians",212/3,66/10,"Mumbai Indians","LMP Simmons"
2017,"M Chinnaswamy Stadium",Bangalore,2017-05-07,"Royal Challengers Bangalore","Kolkata Knight Riders",158/6,159/4,"Kolkata Knight Riders","SP Narine"
2017,"Green Park",Kanpur,2017-05-10,"Gujarat Lions","Delhi Daredevils",195/5,197/8,"Delhi Daredevils","SS Iyer"
2017,"Wankhede Stadium",Mumbai,2017-05-11,"Mumbai Indians","Kings XI Punjab",230/3,223/6,"Kings XI Punjab","WP Saha"
2017,"Feroz Shah Kotla",Delhi,2017-05-12,"Delhi Daredevils","Rising Pune Supergiant",168/8,161/7,"Delhi Daredevils","KK Nair"
2017,"Green Park",Kanpur,2017-05-13,"Gujarat Lions","Sunrisers Hyderabad",154/10,158/2,"Sunrisers Hyderabad","Mohammed Siraj"
2017,"Eden Gardens",Kolkata,2017-05-13,"Kolkata Knight Riders","Mumbai Indians",173/5,164/8,"Mumbai Indians","AT Rayudu"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-05-14,"Rising Pune Supergiant","Kings XI Punjab",73/10,78/1,"Rising Pune Supergiant","JD Unadkat"
2017,"Feroz Shah Kotla",Delhi,2017-05-14,"Delhi Daredevils","Royal Challengers Bangalore",161/6,151/10,"Royal Challengers Bangalore","HV Patel"
2017,"Wankhede Stadium",Mumbai,2017-05-16,"Mumbai Indians","Rising Pune Supergiant",162/4,142/9,"Rising Pune Supergiant","Washington Sundar"
2017,"M Chinnaswamy Stadium",Bangalore,2017-05-17,"Sunrisers Hyderabad","Kolkata Knight Riders",128/7,48/3,"Kolkata Knight Riders","NM Coulter-Nile"
2017,"M Chinnaswamy Stadium",Bangalore,2017-05-19,"Mumbai Indians","Kolkata Knight Riders",107/10,111/4,"Mumbai Indians","KV Sharma"
2018,"Wankhede Stadium",Mumbai,2018-04-07,"Mumbai Indians","Chennai Super Kings",165/4,169/9,"Chennai Super Kings","DJ Bravo"
2018,"Eden Gardens",Kolkata,2018-04-08,"Kolkata Knight Riders","Royal Challengers Bangalore",176/7,177/6,"Kolkata Knight Riders","SP Narine"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-11,"Rajasthan Royals","Delhi Daredevils",153/5,60/4,"Rajasthan Royals","SV Samson"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-13,"Royal Challengers Bangalore","Kings XI Punjab",155/10,159/6,"Royal Challengers Bangalore","UT Yadav"
2018,"Wankhede Stadium",Mumbai,2018-04-14,"Mumbai Indians","Delhi Daredevils",194/7,195/3,"Delhi Daredevils","JJ Roy"
2018,"Eden Gardens",Kolkata,2018-04-14,"Kolkata Knight Riders","Sunrisers Hyderabad",138/8,139/5,"Sunrisers Hyderabad","B Stanlake"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-15,"Royal Challengers Bangalore","Rajasthan Royals",217/4,198/6,"Rajasthan Royals","SV Samson"
2018,"Eden Gardens",Kolkata,2018-04-16,"Kolkata Knight Riders","Delhi Daredevils",200/9,129/10,"Kolkata Knight Riders","N Rana"
2018,"Wankhede Stadium",Mumbai,2018-04-17,"Mumbai Indians","Royal Challengers Bangalore",213/6,167/8,"Mumbai Indians","RG Sharma"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-18,"Rajasthan Royals","Kolkata Knight Riders",160/8,163/3,"Kolkata Knight Riders","N Rana"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-04-20,"Chennai Super Kings","Rajasthan Royals",204/5,140/10,"Chennai Super Kings","SR Watson"
2018,"Eden Gardens",Kolkata,2018-04-21,"Kolkata Knight Riders","Kings XI Punjab",191/7,126/1,"Kings XI Punjab","KL Rahul"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-21,"Royal Challengers Bangalore","Delhi Daredevils",174/5,176/4,"Royal Challengers Bangalore","AB de Villiers"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-22,"Rajasthan Royals","Mumbai Indians",167/7,168/7,"Rajasthan Royals","JC Archer"
2018,"Feroz Shah Kotla",Delhi,2018-04-23,"Delhi Daredevils","Kings XI Punjab",143/8,139/8,"Kings XI Punjab","AS Rajpoot"
2018,"Wankhede Stadium",Mumbai,2018-04-24,"Mumbai Indians","Sunrisers Hyderabad",118/10,87/10,"Sunrisers Hyderabad","Rashid Khan"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-25,"Royal Challengers Bangalore","Chennai Super Kings",205/8,207/5,"Chennai Super Kings","MS Dhoni"
2018,"Feroz Shah Kotla",Delhi,2018-04-27,"Delhi Daredevils","Kolkata Knight Riders",219/4,164/9,"Delhi Daredevils","SS Iyer"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-04-28,"Chennai Super Kings","Mumbai Indians",169/5,170/2,"Mumbai Indians","RG Sharma"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-29,"Rajasthan Royals","Sunrisers Hyderabad",151/7,140/6,"Sunrisers Hyderabad","KS Williamson"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-29,"Royal Challengers Bangalore","Kolkata Knight Riders",175/4,176/5,"Kolkata Knight Riders","CA Lynn"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-04-30,"Chennai Super Kings","Delhi Daredevils",211/4,198/5,"Chennai Super Kings","SR Watson"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-05-01,"Royal Challengers Bangalore","Mumbai Indians",167/7,153/7,"Royal Challengers Bangalore","TG Southee"
2018,"Feroz Shah Kotla",Delhi,2018-05-02,"Delhi Daredevils","Rajasthan Royals",196/6,146/5,"Delhi Daredevils","RR Pant"
2018,"Eden Gardens",Kolkata,2018-05-03,"Kolkata Knight Riders","Chennai Super Kings",177/5,180/4,"Kolkata Knight Riders","SP Narine"
2018,"Holkar Cricket Stadium",Indore,2018-05-04,"Kings XI Punjab","Mumbai Indians",174/6,176/4,"Mumbai Indians","SA Yadav"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-05-05,"Chennai Super Kings","Royal Challengers Bangalore",127/9,128/4,"Chennai Super Kings","RA Jadeja"
2018,"Wankhede Stadium",Mumbai,2018-05-06,"Mumbai Indians","Kolkata Knight Riders",181/4,168/6,"Mumbai Indians","HH Pandya"
2018,"Holkar Cricket Stadium",Indore,2018-05-06,"Kings XI Punjab","Rajasthan Royals",152/9,155/4,"Kings XI Punjab","Mujeeb Ur Rahman"
2018,"Sawai Mansingh Stadium",Jaipur,2018-05-08,"Rajasthan Royals","Kings XI Punjab",158/8,143/7,"Rajasthan Royals","JC Buttler"
2018,"Eden Gardens",Kolkata,2018-05-09,"Kolkata Knight Riders","Mumbai Indians",210/6,108/10,"Mumbai Indians","Ishan Kishan"
2018,"Feroz Shah Kotla",Delhi,2018-05-10,"Delhi Daredevils","Sunrisers Hyderabad",187/5,191/1,"Sunrisers Hyderabad","S Dhawan"
2018,"Sawai Mansingh Stadium",Jaipur,2018-05-11,"Rajasthan Royals","Chennai Super Kings",176/4,177/6,"Rajasthan Royals","JC Buttler"
2018,"Holkar Cricket Stadium",Indore,2018-05-12,"Kings XI Punjab","Kolkata Knight Riders",245/6,214/8,"Kolkata Knight Riders","SP Narine"
2018,"Feroz Shah Kotla",Delhi,2018-05-12,"Delhi Daredevils","Royal Challengers Bangalore",181/4,187/5,"Royal Challengers Bangalore","AB de Villiers"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-05-13,"Chennai Super Kings","Sunrisers Hyderabad",179/4,180/2,"Chennai Super Kings","AT Rayudu"
2018,"Wankhede Stadium",Mumbai,2018-05-13,"Mumbai Indians","Rajasthan Royals",168/6,171/3,"Rajasthan Royals","JC Buttler"
2018,"Holkar Cricket Stadium",Indore,2018-05-14,"Kings XI Punjab","Royal Challengers Bangalore",88/10,92/0,"Royal Challengers Bangalore","UT Yadav"
2018,"Eden Gardens",Kolkata,2018-05-15,"Kolkata Knight Riders","Rajasthan Royals",142/10,145/4,"Kolkata Knight Riders","Kuldeep Yadav"
2018,"Wankhede Stadium",Mumbai,2018-05-16,"Mumbai Indians","Kings XI Punjab",186/8,183/5,"Mumbai Indians","JJ Bumrah"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-05-17,"Royal Challengers Bangalore","Sunrisers Hyderabad",218/6,204/3,"Royal Challengers Bangalore","AB de Villiers"
2018,"Feroz Shah Kotla",Delhi,2018-05-18,"Delhi Daredevils","Chennai Super Kings",162/5,128/6,"Delhi Daredevils","HV Patel"
2018,"Sawai Mansingh Stadium",Jaipur,2018-05-19,"Rajasthan Royals","Royal Challengers Bangalore",164/5,134/10,"Rajasthan Royals","S Gopal"
2018,"Feroz Shah Kotla",Delhi,2018-05-20,"Delhi Daredevils","Mumbai Indians",174/4,163/10,"Delhi Daredevils","A Mishra"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-05-20,"Chennai Super Kings","Kings XI Punjab",153/10,159/5,"Chennai Super Kings","L Ngidi"
2018,"Wankhede Stadium",Mumbai,2018-05-22,"Sunrisers Hyderabad","Chennai Super Kings",139/7,140/8,"Chennai Super Kings","F du Plessis"
2018,"Eden Gardens",Kolkata,2018-05-23,"Kolkata Knight Riders","Rajasthan Royals",169/7,144/4,"Kolkata Knight Riders","AD Russell"
2018,"Eden Gardens",Kolkata,2018-05-25,"Kolkata Knight Riders","Sunrisers Hyderabad",174/7,160/9,"Sunrisers Hyderabad","Rashid Khan"
2018,"Wankhede Stadium",Mumbai,2018-05-27,"Chennai Super Kings","Sunrisers Hyderabad",178/6,181/2,"Chennai Super Kings","SR Watson"
2019,"Eden Gardens",Kolkata,2019-03-24,"Kolkata Knight Riders","Sunrisers Hyderabad",181/3,183/4,"Kolkata Knight Riders","AD Russell"
2019,"Wankhede Stadium",Mumbai,2019-03-24,"Mumbai Indians","Delhi Capitals",213/6,176/9,"Delhi Capitals","RR Pant"
2019,"Sawai Mansingh Stadium",Jaipur,2019-03-25,"Rajasthan Royals","Kings XI Punjab",184/4,170/9,"Kings XI Punjab","CH Gayle"
2019,"Feroz Shah Kotla",Delhi,2019-03-26,"Delhi Capitals","Chennai Super Kings",147/6,150/4,"Chennai Super Kings","SR Watson"
2019,"Eden Gardens",Kolkata,2019-03-27,"Kolkata Knight Riders","Kings XI Punjab",218/4,190/4,"Kolkata Knight Riders","AD Russell"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-03-28,"Royal Challengers Bangalore","Mumbai Indians",187/8,181/5,"Mumbai Indians","JJ Bumrah"
2019,"Feroz Shah Kotla",Delhi,2019-03-30,"Delhi Capitals","Kolkata Knight Riders",185/8,185/6,"Delhi Capitals","PP Shaw"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-02,"Rajasthan Royals","Royal Challengers Bangalore",158/4,164/3,"Rajasthan Royals","S Gopal"
2019,"Wankhede Stadium",Mumbai,2019-04-03,"Mumbai Indians","Chennai Super Kings",170/5,133/8,"Mumbai Indians","HH Pandya"
2019,"Feroz Shah Kotla",Delhi,2019-04-04,"Delhi Capitals","Sunrisers Hyderabad",129/8,131/5,"Sunrisers Hyderabad","JM Bairstow"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-04-05,"Royal Challengers Bangalore","Kolkata Knight Riders",205/3,206/5,"Kolkata Knight Riders","AD Russell"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-04-07,"Royal Challengers Bangalore","Delhi Capitals",149/8,152/6,"Delhi Capitals","K Rabada"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-07,"Rajasthan Royals","Kolkata Knight Riders",139/3,140/2,"Kolkata Knight Riders","HF Gurney"
2019,"Wankhede Stadium",Mumbai,2019-04-10,"Mumbai Indians","Kings XI Punjab",197/4,198/7,"Mumbai Indians","KA Pollard"
